Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	for pumpkin pie	3	Human 2	5, 7
2	3	would be great	3	Human 2	7, 9
3	2	pumpkin pie	5	Human 2	5, 7, 9
5	1	the	13	Human 2	1, 7, 9, 11, 13
4	1	for	9	Human 2	5, 7, 9, 13
3	1	great	5	Human 2	5, 7, 9
3	1	pumpkin	5	Human 2	5, 7, 9
3	1	you	11	Human 2	3, 5, 13
2	1	any	3	Human 2	3, 5
2	1	clothes	3	Human 2	11, 13
2	1	family	3	Human 2	7, 9
2	1	here	3	Human 2	3, 5
2	1	may	7	Human 2	7, 13
2	1	need	9	Human 2	5, 13
2	1	plans	3	Human 2	3, 5
2	1	thanksgiving	3	Human 2	5, 7
2	1	with	3	Human 2	7, 9

