Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	, but i'm	9	Human 2	3, 11
3	2	i don't	9	Human 2	3, 5, 11
2	2	, i	5	Human 2	3, 7
2	2	i'm phi	3	Human 2	5, 7
6	1	i'm	11	Human 2	3, 5, 7, 9, 11, 13
5	1	i	11	Human 2	3, 5, 7, 11, 13
5	1	like	11	Human 2	5, 9, 11, 13, 15
5	1	of	9	Human 2	7, 9, 11, 13, 15
4	1	the	9	Human 2	7, 11, 13, 15
3	1	data	5	Human 2	11, 13, 15
3	1	tea	5	Human 2	9, 11, 13
3	1	you	15	Human 2	1, 3, 15
2	1	a	3	Human 2	9, 11
2	1	about	7	Human 2	9, 15
2	1	all	3	Human 2	9, 11
2	1	and	9	Human 2	7, 15
2	1	creative	3	Human 2	7, 9
2	1	do	3	Human 2	5, 7
2	1	doing	3	Human 2	1, 3
2	1	how	15	Human 2	1, 15
2	1	it's	7	Human 2	9, 15
2	1	phi	3	Human 2	5, 7
2	1	that	5	Human 2	11, 15
2	1	to	3	Human 2	13, 15
2	1	you're	7	Human 2	5, 11
2	1	your	7	Human 2	9, 15

