Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	the last podcast	5	Human 2	3, 5, 7
2	3	and last weekend	3	Human 2	5, 7
3	2	the only	7	Human 2	9, 13, 15
2	2	. the	7	Human 2	3, 9
2	2	good looking	3	Human 2	13, 15
2	2	see the	3	Human 2	5, 7
6	1	the	13	Human 2	3, 5, 7, 9, 13, 15
4	1	and	9	Human 2	5, 7, 9, 13
4	1	was	11	Human 2	5, 11, 13, 15
3	1	good	15	Human 2	1, 13, 15
3	1	podcast	5	Human 2	3, 5, 7
3	1	that	7	Human 2	9, 13, 15
2	1	actor	3	Human 2	13, 15
2	1	how	7	Human 2	5, 11
2	1	one	7	Human 2	9, 15
2	1	you	5	Human 2	1, 5

