Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	! i	5	Human 1	10, 14
2	2	. ever	9	Human 1	6, 14
2	2	dangerous routes	3	Human 1	12, 14
2	2	i have	3	Human 1	10, 12
2	2	kind of	3	Human 1	8, 10
2	2	sounds like	5	Human 1	8, 12
2	2	to the	5	Human 1	2, 6
4	1	i	7	Human 1	8, 10, 12, 14
4	1	the	11	Human 1	2, 6, 8, 12
4	1	to	13	Human 1	2, 4, 6, 14
3	1	dangerous	5	Human 1	10, 12, 14
3	1	have	5	Human 1	10, 12, 14
3	1	is	9	Human 1	4, 10, 12
3	1	it	7	Human 1	8, 10, 14
3	1	like	7	Human 1	8, 12, 14
3	1	of	5	Human 1	6, 8, 10
3	1	work	5	Human 1	6, 8, 10
3	1	you	7	Human 1	2, 4, 8
2	1	all	7	Human 1	4, 10
2	1	at	5	Human 1	10, 14
2	1	beach	3	Human 1	4, 6
2	1	heard	3	Human 1	10, 12
2	1	never	5	Human 1	10, 14
2	1	on	3	Human 1	12, 14
2	1	pretty	9	Human 1	6, 14
2	1	routes	3	Human 1	12, 14

