Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	18	! however , i'm just an ai and do not have the ability to volunteer or participate in	5	Human 2	5, 9
2	16	details to your calendar and send you a reminder before the event . is there anything	3	Human 2	13, 15
3	8	i'm just an ai and do not have	5	Human 2	5, 7, 9
2	7	great ! i will add the event	3	Human 2	11, 13
2	5	great , thank you for	7	Human 2	9, 15
2	5	have personal preferences or feelings	5	Human 2	3, 7
2	5	i can provide you with	5	Human 2	3, 7
4	4	i'm just an ai	7	Human 2	3, 5, 7, 9
3	4	i will add the	5	Human 2	11, 13, 15
2	4	thank you for the	5	Human 2	5, 9
3	3	before the event	5	Human 2	11, 13, 15
3	3	to your calendar	5	Human 2	11, 13, 15
2	3	, but i	5	Human 2	3, 7
3	2	send you	5	Human 2	11, 13, 15
2	2	. i	9	Human 2	7, 15
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
7	1	you	13	Human 2	3, 5, 7, 9, 11, 13, 15
5	1	i	13	Human 2	3, 7, 11, 13, 15
5	1	to	11	Human 2	5, 9, 11, 13, 15
4	1	for	11	Human 2	5, 9, 11, 15
3	1	details	9	Human 2	7, 13, 15
3	1	with	11	Human 2	3, 7, 13
2	1	events	3	Human 2	5, 7
2	1	in	5	Human 2	5, 9
2	1	information	3	Human 2	3, 5

