Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	i'm phi , an artificial intelligence ,	9	Human 2	9, 17
2	7	phi , an artificial intelligence , and	5	Human 2	13, 17
2	6	i don't have personal experiences or	7	Human 2	11, 17
3	4	i'm phi , an	15	Human 2	3, 9, 17
2	4	do not eat food	5	Human 2	11, 15
2	4	food or have personal	3	Human 2	13, 15
2	4	phi , an ai	13	Human 2	3, 15
3	3	don't have personal	11	Human 2	7, 11, 17
3	3	i don't have	15	Human 2	3, 11, 17
2	3	activities like humans	5	Human 2	3, 7
6	2	phi ,	15	Human 2	3, 7, 9, 13, 15, 17
4	2	i don't	15	Human 2	3, 9, 11, 17
4	2	i'm phi	15	Human 2	3, 9, 11, 17
3	2	, and	5	Human 2	13, 15, 17
3	2	, i	7	Human 2	11, 15, 17
3	2	do not	5	Human 2	11, 13, 15
2	2	. i	11	Human 2	3, 13
2	2	. i'm	3	Human 2	7, 9
2	2	. szechuan	3	Human 2	13, 15
2	2	tastes .	3	Human 2	15, 17
2	2	you with	5	Human 2	3, 7
6	1	i	15	Human 2	3, 9, 11, 13, 15, 17
5	1	and	15	Human 2	3, 11, 13, 15, 17
5	1	or	11	Human 2	7, 11, 13, 15, 17
4	1	do	9	Human 2	7, 11, 13, 15
4	1	to	9	Human 2	3, 5, 7, 11
4	1	you	15	Human 2	3, 7, 15, 17
3	1	as	9	Human 2	7, 11, 15
3	1	of	5	Human 2	5, 7, 9
3	1	the	9	Human 2	5, 9, 13
2	1	a	5	Human 2	7, 11
2	1	are	7	Human 2	9, 15
2	1	preferences	3	Human 2	11, 13

