Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	as an ai , i don't have the	3	Human 2	7, 9
3	4	, i don't have	7	Human 2	3, 7, 9
2	3	the ability to	7	Human 2	3, 9
2	3	you have been	5	Human 2	9, 13
5	2	you have	11	Human 2	5, 9, 11, 13, 15
3	2	as an	7	Human 2	3, 7, 9
2	2	i'm just	7	Human 2	5, 11
2	2	volunteer work-based	3	Human 2	13, 15
2	2	with you	3	Human 2	5, 7
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
7	1	you	15	Human 2	1, 5, 7, 9, 11, 13, 15
5	1	to	13	Human 2	3, 7, 9, 13, 15
4	1	i	11	Human 2	3, 7, 9, 13
4	1	i'm	13	Human 2	3, 5, 11, 15
4	1	with	9	Human 2	5, 7, 11, 13
3	1	and	5	Human 2	11, 13, 15
3	1	or	7	Human 2	3, 5, 9
3	1	volunteer	5	Human 2	11, 13, 15
2	1	any	5	Human 2	5, 9
2	1	experiences	3	Human 2	13, 15
2	1	plans	3	Human 2	3, 5
2	1	stay	3	Human 2	7, 9
2	1	using	3	Human 2	13, 15
2	1	was	3	Human 2	13, 15

