Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	tallest roller coaster	13	6	1	Human 1	8, 13
2	2	3	what i mean	15	2	1	Human 1	14, 15
4	2	2	roller coaster	13	8	3	Human 1	6, 8, 12, 13
3	3	2	i'm not	11	4	1	Human 1	10, 11, 13
2	2	2	! i'm	15	6	1	Human 1	10, 15
2	2	2	. how	3	2	1	Human 1	2, 3
2	2	2	adrenaline junkie	11	2	1	Human 1	10, 11
2	2	2	amusement park	9	4	1	Human 1	6, 9
2	2	2	it's done	15	2	1	Human 1	14, 15
2	2	2	kingda ka	13	6	1	Human 1	8, 13
2	2	2	now that	15	2	1	Human 1	14, 15
8	7	1	i	6	13	2	Human 2	3, 5, 6, 7, 10, 12, 14, 15
8	8	1	the	9	8	1	Human 1	8, 9, 10, 11, 12, 13, 14, 15
7	3	1	i'm	10	13	3	Human 2	3, 5, 7, 10, 11, 13, 15
6	6	1	and	6	9	2	Human 2	3, 5, 6, 7, 9, 11
6	6	1	you	3	14	1	Human 1	2, 3, 5, 7, 10, 15
5	5	1	are	7	14	1	Human 1	2, 7, 9, 10, 15
5	1	1	roller	7	8	1	Human 1	6, 7, 8, 12, 13
4	4	1	actually	7	4	1	Human 1	6, 7, 8, 9
4	4	1	but	11	5	1	Human 1	10, 11, 13, 14
4	2	1	kingda	9	6	1	Human 1	8, 9, 11, 13
4	1	1	not	14	5	1	Human 1	10, 11, 13, 14
4	2	1	that	13	6	1	Human 1	10, 13, 14, 15
3	3	1	an	9	5	1	Human 1	6, 9, 10
3	3	1	engineering	12	5	1	Human 2	9, 12, 13
3	3	1	glad	14	9	1	Human 2	7, 14, 15
3	3	1	interesting	5	6	1	Human 1	4, 5, 9
3	3	1	to	6	4	2	Human 2	3, 5, 6
2	2	1	because	13	2	1	Human 1	12, 13
2	2	1	just	3	2	1	Human 1	2, 3
2	2	1	of	13	6	1	Human 1	8, 13
2	2	1	that's	7	2	1	Human 1	6, 7
2	2	1	today	5	2	1	Human 1	4, 5
2	2	1	understand	15	6	1	Human 1	10, 15
2	2	1	world's	11	4	1	Human 1	8, 11

