Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	raising the issue might	7	2	1	Human 1	6, 7
2	2	2	. i	9	4	1	Human 1	6, 9
2	2	2	. it's	13	4	1	Human 1	10, 13
2	2	2	balance is	11	2	1	Human 1	10, 11
2	2	2	feel like	7	4	1	Human 1	4, 7
2	2	2	like treason	7	2	1	Human 1	6, 7
2	2	2	texts from	9	2	1	Human 1	8, 9
2	2	2	to help	3	2	1	Human 1	2, 3
9	8	1	the	4	11	1	Human 2	3, 4, 5, 6, 7, 9, 10, 11, 13
7	7	1	for	5	10	1	Human 1	4, 5, 6, 7, 9, 11, 13
6	4	1	to	4	9	1	Human 1	2, 3, 4, 5, 6, 10
5	5	1	a	5	10	2	Human 1	2, 4, 5, 10, 11
5	5	1	but	7	10	1	Human 1	4, 7, 10, 11, 13
5	4	1	i	7	8	3	Human 1	2, 4, 6, 7, 9
5	4	1	it's	10	9	2	Human 2	5, 7, 10, 11, 13
4	4	1	are	5	8	1	Human 1	4, 5, 7, 11
4	2	1	help	9	12	1	Human 1	2, 3, 9, 13
4	1	1	like	5	4	1	Human 1	4, 5, 6, 7
4	2	1	might	9	8	1	Human 1	6, 7, 9, 13
4	4	1	that	10	7	1	Human 2	7, 10, 11, 13
3	3	1	all	9	6	2	Human 1	4, 8, 9
3	1	1	feel	5	4	1	Human 1	4, 5, 7
3	3	1	good	13	10	2	Human 1	4, 6, 13
3	3	1	it	11	8	1	Human 1	6, 11, 13
3	3	1	me	3	3	1	Human 1	2, 3, 4
3	3	1	not	9	8	1	Human 1	4, 9, 11
3	3	1	with	4	5	1	Human 2	3, 4, 7
2	2	1	advice	9	4	1	Human 1	6, 9
2	2	1	aka	9	2	1	Human 1	8, 9
2	2	1	always	11	2	1	Human 1	10, 11
2	2	1	avoiding	9	2	1	Human 1	8, 9
2	1	1	balance	11	2	1	Human 1	10, 11
2	2	1	be	12	10	1	Human 2	3, 12
2	2	1	friend	13	10	1	Human 1	4, 13
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	i'm	13	2	1	Human 1	12, 13
2	2	1	in	5	2	1	Human 1	4, 5
2	2	1	often	11	2	1	Human 1	10, 11
2	2	1	right	11	8	1	Human 1	4, 11
2	2	1	scenario	3	2	1	Human 1	2, 3
2	2	1	sides	9	6	1	Human 1	4, 9
2	2	1	they	7	2	1	Human 1	6, 7

