Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	6	! where did you live before	9	4	1	Human 1	8, 9, 11
2	2	4	to get the goodies	13	2	1	Human 1	12, 13
3	1	3	get the goodies	15	4	1	Human 1	12, 13, 15
3	3	3	they ran out	13	4	1	Human 1	12, 13, 15
4	4	2	the cold	5	7	1	Human 1	4, 5, 9, 10
3	3	2	even for	9	6	1	Human 1	6, 9, 11
3	3	2	last time	13	4	1	Human 1	12, 13, 15
2	2	2	! its	11	6	1	Human 1	6, 11
2	2	2	, i	12	8	1	Human 2	5, 12
2	2	2	cold weather	13	8	1	Human 1	6, 13
2	2	2	our floor	15	2	1	Human 1	14, 15
2	2	2	some goodies	5	4	1	Human 1	2, 5
2	2	2	walk there	15	2	1	Human 1	14, 15
2	2	2	will get	15	2	1	Human 1	14, 15
10	3	1	the	7	12	1	Human 1	4, 5, 7, 9, 10, 11, 12, 13, 14, 15
8	2	1	cold	7	10	1	Human 1	4, 5, 6, 7, 9, 10, 11, 13
7	5	1	you	8	15	2	Human 2	1, 3, 8, 9, 11, 13, 15
6	4	1	for	7	8	1	Human 1	6, 7, 9, 10, 11, 13
6	2	1	get	9	10	1	Human 1	6, 9, 12, 13, 14, 15
6	4	1	some	3	10	1	Human 1	2, 3, 5, 7, 9, 11
5	2	1	before	13	8	1	Human 1	8, 9, 11, 13, 15
5	4	1	i	5	13	2	Human 1	2, 4, 5, 12, 14
5	3	1	its	9	10	2	Human 1	4, 6, 9, 11, 13
5	5	1	nice	9	8	1	Human 1	8, 9, 10, 13, 15
5	3	1	our	6	13	1	Human 2	3, 6, 7, 14, 15
5	2	1	out	13	14	3	Human 1	2, 6, 12, 13, 15
4	4	1	in	7	13	2	Human 1	2, 4, 7, 14
4	1	1	live	10	4	1	Human 1	8, 9, 10, 11
4	4	1	microkitchen	3	6	1	Human 1	2, 3, 5, 7
4	1	1	they	13	14	2	Human 1	2, 12, 13, 15
4	2	1	to	13	8	3	Human 1	6, 10, 12, 13
4	2	1	weather	9	8	1	Human 1	6, 9, 11, 13
3	3	1	are	2	5	1	Human 2	1, 2, 5
3	3	1	good	9	6	1	Human 1	6, 9, 11
3	3	1	remember	13	4	1	Human 1	12, 13, 15
3	3	1	that	9	6	2	Human 1	4, 6, 9
3	1	1	time	13	4	1	Human 1	12, 13, 15
3	1	1	walk	15	10	2	Human 1	6, 14, 15
2	2	1	and	15	2	1	Human 1	14, 15
2	2	1	anyways	13	2	1	Human 1	12, 13
2	2	1	can	14	12	1	Human 2	3, 14
2	2	1	desk	15	2	1	Human 1	14, 15
2	2	1	needed	5	2	1	Human 1	4, 5
2	2	1	of	12	10	1	Human 2	3, 12
2	2	1	oh	8	6	1	Human 2	3, 8
2	2	1	one	14	12	1	Human 2	3, 14
2	2	1	place	11	2	1	Human 1	10, 11
2	2	1	right	11	2	1	Human 1	10, 11

