Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	, but	3	Human 2	13, 15
2	2	, interactions	3	Human 2	9, 11
2	2	. the	3	Human 2	13, 15
2	2	25 different	3	Human 2	5, 7
2	2	different people	3	Human 2	3, 5
2	2	interactions people	3	Human 2	13, 15
2	2	it seems	3	Human 2	5, 7
2	2	people from	3	Human 2	11, 13
2	2	people or	3	Human 2	5, 7
7	1	people	13	Human 2	3, 5, 7, 9, 11, 13, 15
5	1	and	13	Human 2	3, 9, 11, 13, 15
4	1	different	9	Human 2	3, 5, 7, 11
4	1	from	7	Human 2	9, 11, 13, 15
4	1	it	11	Human 2	5, 7, 11, 15
3	1	are	9	Human 2	3, 9, 11
3	1	but	7	Human 2	9, 13, 15
3	1	for	9	Human 2	3, 7, 11
3	1	short-lived	5	Human 2	9, 11, 13
3	1	the	9	Human 2	7, 13, 15
3	1	to	7	Human 2	5, 7, 11
3	1	where	9	Human 2	3, 9, 11
3	1	you're	11	Human 2	5, 11, 15
3	1	your	5	Human 2	1, 3, 5
2	1	a	3	Human 2	3, 5
2	1	australia	7	Human 2	7, 13
2	1	have	3	Human 2	13, 15
2	1	holiday	3	Human 2	1, 3
2	1	if	11	Human 2	5, 15
2	1	in	5	Human 2	3, 7
2	1	involved	13	Human 2	3, 15
2	1	is	9	Human 2	1, 9
2	1	it's	5	Human 2	9, 13
2	1	learn	7	Human 2	9, 15
2	1	no	5	Human 2	11, 15
2	1	one	7	Human 2	9, 15
2	1	them	7	Human 2	9, 15
2	1	what	9	Human 2	1, 9
2	1	with	13	Human 2	3, 15

