Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	climate change	13	3	1	Human 1	12, 13, 14
3	3	2	i don't	7	5	1	Human 1	4, 7, 8
2	2	2	i can	8	4	1	Human 2	5, 8
2	2	2	the rain	7	4	1	Human 1	4, 7
2	2	2	too much	13	10	1	Human 1	4, 13
2	2	2	water supply	11	2	1	Human 1	10, 11
6	4	1	can	8	9	2	Human 2	5, 7, 8, 9, 11, 13
6	6	1	that	5	10	1	Human 1	4, 5, 8, 10, 11, 13
6	4	1	the	4	7	1	Human 2	3, 4, 5, 7, 8, 9
5	1	1	i	6	5	1	Human 1	4, 5, 6, 7, 8
5	5	1	weather	8	11	1	Human 2	3, 8, 9, 11, 13
4	4	1	ai	14	12	3	Human 2	3, 5, 9, 14
4	1	1	don't	4	6	1	Human 2	3, 4, 7, 8
4	4	1	make	9	8	2	Human 1	4, 8, 9, 11
4	4	1	to	8	11	2	Human 2	3, 5, 8, 13
4	2	1	water	7	6	1	Human 1	6, 7, 10, 11
3	3	1	have	10	9	1	Human 2	3, 10, 11
3	3	1	like	7	8	1	Human 1	4, 7, 11
3	3	1	of	9	9	1	Human 1	6, 9, 14
3	1	1	rain	13	10	1	Human 1	4, 7, 13
3	1	1	too	13	10	2	Human 1	4, 6, 13
3	3	1	you	12	8	2	Human 2	5, 9, 12
2	2	1	but	11	2	1	Human 1	10, 11
2	2	1	early	7	4	1	Human 1	4, 7
2	2	1	here	10	6	1	Human 2	5, 10
2	2	1	people	11	2	1	Human 1	10, 11
2	2	1	think	11	4	1	Human 1	8, 11

