Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	it's always good for	3	Human 2	11, 13
2	2	are like	5	Human 2	5, 9
2	2	i have	5	Human 2	7, 11
2	2	means they	3	Human 2	11, 13
2	2	the same	5	Human 2	9, 13
2	2	they are	3	Human 2	9, 11
2	2	to hang	7	Human 2	7, 13
5	1	for	9	Human 2	5, 7, 9, 11, 13
5	1	the	9	Human 2	5, 7, 9, 11, 13
4	1	are	7	Human 2	5, 7, 9, 11
4	1	because	7	Human 2	7, 9, 11, 13
4	1	i	9	Human 2	3, 7, 9, 11
4	1	like	9	Human 2	5, 7, 9, 13
4	1	that	9	Human 2	5, 9, 11, 13
4	1	to	11	Human 2	3, 7, 11, 13
3	1	all	5	Human 2	5, 7, 9
3	1	have	5	Human 2	7, 9, 11
3	1	me	11	Human 2	3, 9, 13
3	1	not	5	Human 2	5, 7, 9
3	1	they	5	Human 2	9, 11, 13
3	1	with	7	Human 2	5, 7, 11
2	1	but	3	Human 2	11, 13
2	1	friends	3	Human 2	7, 9
2	1	friendship	7	Human 2	5, 11
2	1	it	3	Human 2	11, 13
2	1	never	3	Human 2	11, 13
2	1	someone	9	Human 2	3, 11
2	1	their	5	Human 2	5, 9
2	1	though	5	Human 2	5, 9
2	1	way	3	Human 2	9, 11
2	1	you	3	Human 2	5, 7

