Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	! it's	5	Human 2	3, 7
2	2	the marvel	3	Human 2	13, 15
2	2	yes ,	5	Human 2	3, 7
4	1	a	13	Human 2	3, 7, 13, 15
4	1	and	9	Human 2	5, 7, 9, 13
4	1	the	9	Human 2	7, 9, 13, 15
3	1	that	13	Human 2	3, 13, 15
3	1	with	5	Human 2	3, 5, 7
2	1	action-packed	5	Human 2	9, 13
2	1	any	5	Human 2	1, 5
2	1	but	7	Human 2	5, 11
2	1	can	3	Human 2	11, 13
2	1	good	13	Human 2	1, 13
2	1	has	3	Human 2	7, 9
2	1	i	7	Human 2	5, 11
2	1	i'm	3	Human 2	3, 5
2	1	movies	13	Human 2	1, 13
2	1	seen	11	Human 2	1, 11
2	1	series	3	Human 2	7, 9
2	1	to	9	Human 2	5, 13
2	1	you	5	Human 2	1, 5

