Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	5	i'm just an ai but	5	Human 2	7, 9, 11
4	4	i'm just an ai	7	Human 2	5, 7, 9, 11
2	4	that game you won	3	Human 2	7, 9
2	3	amazing for me	3	Human 2	7, 9
2	3	with ball hitting	3	Human 2	9, 11
3	2	that game	5	Human 2	7, 9, 11
2	2	! what	5	Human 2	3, 7
2	2	is very	3	Human 2	7, 9
2	2	like racquetball	3	Human 2	9, 11
5	1	game	9	Human 2	3, 5, 7, 9, 11
4	1	amazing	7	Human 2	5, 7, 9, 11
4	1	but	7	Human 2	5, 7, 9, 11
4	1	for	7	Human 2	5, 7, 9, 11
4	1	that	7	Human 2	5, 7, 9, 11
4	1	won	7	Human 2	5, 7, 9, 11
3	1	is	9	Human 2	1, 7, 9
3	1	very	5	Human 2	7, 9, 11
3	1	what	5	Human 2	3, 5, 7
3	1	you	7	Human 2	3, 7, 9
2	1	haha	3	Human 2	7, 9
2	1	it	5	Human 2	1, 5
2	1	so	3	Human 2	5, 7
2	1	you're	7	Human 2	5, 11

