Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	i'm phi , just here for the	3	Human 2	9, 11
3	4	i'm phi , just	5	Human 2	9, 11, 13
4	3	i'm phi ,	11	Human 2	3, 9, 11, 13
2	3	, i can	3	Human 2	9, 11
2	3	. i don't	3	Human 2	3, 5
2	3	i'm here to	3	Human 2	5, 7
2	3	inside board games	5	Human 2	9, 13
3	2	board games	5	Human 2	9, 11, 13
3	2	i can	5	Human 2	7, 9, 11
2	2	, james	3	Human 2	3, 5
2	2	. if	3	Human 2	11, 13
2	2	where weather	3	Human 2	11, 13
7	1	i'm	13	Human 2	1, 3, 5, 7, 9, 11, 13
5	1	here	9	Human 2	5, 7, 9, 11, 13
5	1	i	9	Human 2	3, 5, 7, 9, 11
5	1	the	9	Human 2	5, 7, 9, 11, 13
5	1	weather	9	Human 2	5, 7, 9, 11, 13
4	1	can	7	Human 2	5, 7, 9, 11
4	1	you	13	Human 2	1, 5, 7, 13
3	1	for	5	Human 2	7, 9, 11
3	1	games	5	Human 2	9, 11, 13
3	1	inside	5	Human 2	9, 11, 13
3	1	to	7	Human 2	1, 5, 7
2	1	are	3	Human 2	7, 9
2	1	where	3	Human 2	11, 13

