Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	new york chairs is	3	Human 2	11, 13
2	3	i'm good !	3	Human 2	5, 7
3	2	new york	5	Human 2	11, 13, 15
3	2	the grizzlies	7	Human 2	9, 11, 15
2	2	! how	3	Human 2	3, 5
2	2	, but	5	Human 2	3, 7
2	2	. the	5	Human 2	11, 15
2	2	came about	3	Human 2	13, 15
2	2	going to	7	Human 2	3, 9
2	2	the game	3	Human 2	5, 7
2	2	to see	5	Human 2	9, 13
8	1	the	15	Human 2	3, 5, 7, 9, 11, 13, 15, 17
5	1	i'm	11	Human 2	5, 7, 9, 11, 15
4	1	to	11	Human 2	3, 7, 9, 13
3	1	a	15	Human 2	3, 11, 17
3	1	about	5	Human 2	13, 15, 17
3	1	are	9	Human 2	3, 9, 11
3	1	came	5	Human 2	11, 13, 15
3	1	i	15	Human 2	3, 15, 17
3	1	it	7	Human 2	11, 15, 17
3	1	was	15	Human 2	3, 5, 17
2	1	and	5	Human 2	13, 17
2	1	chairs	3	Human 2	11, 13
2	1	from	9	Human 2	3, 11
2	1	nickname	3	Human 2	11, 13
2	1	that	5	Human 2	13, 17
2	1	they	7	Human 2	9, 15
2	1	too	9	Human 2	9, 17

