Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	. it's	7	Human 1	4, 10
2	2	like to	3	Human 1	8, 10
2	2	would you	3	Human 1	4, 6
5	1	a	9	Human 1	2, 4, 6, 8, 10
4	1	i'm	7	Human 1	2, 4, 6, 8
4	1	you	11	Human 1	2, 4, 6, 12
3	1	it's	7	Human 1	4, 8, 10
3	1	to	7	Human 1	4, 8, 10
2	1	about	5	Human 1	2, 6
2	1	but	5	Human 1	4, 8
2	1	for	9	Human 1	2, 10
2	1	friends	3	Human 1	2, 4
2	1	fun	7	Human 1	4, 10
2	1	i	7	Human 1	4, 10
2	1	it	3	Human 1	4, 6
2	1	like	3	Human 1	8, 10
2	1	read	3	Human 1	10, 12
2	1	the	3	Human 1	10, 12

