Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	1 . movies	3	Human 2	7, 9
2	2	have you	11	Human 2	1, 11
2	2	i will	3	Human 2	13, 15
2	2	it .	9	Human 2	3, 11
4	1	have	15	Human 2	1, 9, 11, 15
4	1	i	13	Human 2	3, 11, 13, 15
4	1	it	9	Human 2	3, 5, 9, 11
4	1	the	11	Human 2	5, 9, 11, 15
4	1	you	15	Human 2	1, 3, 11, 15
3	1	and	5	Human 2	11, 13, 15
3	1	movies	9	Human 2	1, 7, 9
2	1	avatar	3	Human 2	3, 5
2	1	but	13	Human 2	3, 15
2	1	eat	3	Human 2	13, 15
2	1	know	5	Human 2	11, 15
2	1	make	3	Human 2	13, 15
2	1	movie	3	Human 2	5, 7
2	1	of	13	Human 2	3, 15
2	1	some	3	Human 2	13, 15
2	1	soup	3	Human 2	13, 15
2	1	that	5	Human 2	5, 9
2	1	to	7	Human 2	9, 15
2	1	what	5	Human 2	7, 11

