Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	i used to take	7	2	1	Human 1	6, 7
3	1	3	i used to	9	4	1	Human 1	6, 7, 9
2	2	3	in high school	7	2	1	Human 1	6, 7
2	2	3	think i can	13	2	1	Human 1	12, 13
3	3	2	after that	5	4	1	Human 1	4, 5, 7
3	1	2	high school	9	4	1	Human 1	6, 7, 9
2	2	2	got better	5	2	1	Human 1	4, 5
2	2	2	great !	3	2	1	Human 1	2, 3
2	2	2	i don't	13	2	1	Human 1	12, 13
2	2	2	that i	12	6	1	Human 2	7, 12
2	1	2	think i	13	2	1	Human 1	12, 13
9	6	1	i	7	12	2	Human 1	4, 6, 7, 9, 10, 11, 12, 13, 15
8	8	1	you	6	16	3	Human 2	1, 3, 5, 6, 8, 13, 14, 16
5	5	1	it	11	11	1	Human 1	6, 11, 12, 15, 16
5	2	1	that	5	9	1	Human 1	4, 5, 7, 9, 12
5	4	1	to	7	11	1	Human 1	6, 7, 9, 10, 16
4	2	1	in	8	7	1	Human 1	6, 7, 8, 12
3	3	1	but	9	6	2	Human 1	4, 6, 9
3	1	1	great	5	4	1	Human 1	2, 3, 5
3	3	1	the	11	3	1	Human 1	10, 11, 12
2	2	1	and	7	4	1	Human 1	4, 7
2	2	1	barely	13	2	1	Human 1	12, 13
2	2	1	do	9	4	1	Human 1	6, 9
2	2	1	good	15	2	1	Human 1	14, 15
2	2	1	ice	11	8	1	Human 1	4, 11
2	2	1	montreal	9	2	1	Human 1	8, 9
2	2	1	olympic	11	2	1	Human 1	10, 11
2	2	1	skating	11	2	1	Human 1	10, 11

