Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	a big city	5	Human 2	7, 11
2	2	! i	7	Human 2	9, 15
2	2	, but	7	Human 2	9, 15
2	2	been to	5	Human 2	11, 15
2	2	i have	3	Human 2	15, 17
2	2	the us	3	Human 2	15, 17
2	2	work at	5	Human 2	5, 9
5	1	i	13	Human 2	5, 9, 11, 15, 17
5	1	the	9	Human 2	9, 11, 13, 15, 17
4	1	and	15	Human 2	3, 11, 13, 17
4	1	to	13	Human 2	3, 9, 11, 15
3	1	a	9	Human 2	3, 7, 11
3	1	been	5	Human 2	11, 13, 15
3	1	hi	9	Human 2	1, 7, 9
3	1	japan	5	Human 2	7, 9, 11
2	1	from	3	Human 2	7, 9
2	1	has	3	Human 2	11, 13
2	1	have	3	Human 2	15, 17
2	1	i'm	3	Human 2	7, 9
2	1	in	9	Human 2	9, 17
2	1	is	11	Human 2	7, 17
2	1	just	3	Human 2	3, 5
2	1	my	15	Human 2	3, 17
2	1	population	3	Human 2	11, 13
2	1	sapporo	5	Human 2	7, 11

