Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	7	good . i just drank this new	7	6	1	Human 1	2, 7
2	2	4	some are pretty strange	7	2	1	Human 1	6, 7
3	3	3	tangerine walnut icecream	11	6	1	Human 1	8, 11, 13
5	5	2	hint water	3	8	1	Human 1	2, 3, 5, 7, 9
3	1	2	are pretty	9	4	1	Human 1	6, 7, 9
3	3	2	do you	12	10	2	Human 2	3, 5, 12
3	3	2	that sounds	10	11	1	Human 2	3, 10, 13
2	2	2	. yeah	9	4	1	Human 1	6, 9
2	2	2	a good	12	8	1	Human 2	5, 12
2	2	2	i see	9	4	1	Human 1	6, 9
2	2	2	pretty good	9	8	1	Human 1	2, 9
2	2	2	sounds pretty	11	2	1	Human 1	10, 11
2	2	2	you want	13	2	1	Human 1	12, 13
6	2	1	good	5	12	1	Human 1	2, 5, 7, 9, 12, 13
6	6	1	lol	9	8	1	Human 1	8, 9, 11, 13, 14, 15
5	1	1	i	8	8	2	Human 1	2, 6, 7, 8, 9
5	2	1	icecream	12	8	1	Human 1	8, 11, 12, 13, 15
5	2	1	that	8	11	1	Human 2	3, 8, 10, 12, 13
5	5	1	watermelon	5	12	1	Human 1	4, 5, 7, 9, 15
5	1	1	you	12	13	3	Human 2	1, 3, 5, 12, 13
4	1	1	are	6	9	1	Human 2	1, 6, 7, 9
3	3	1	actually	11	4	1	Human 1	10, 11, 13
3	1	1	some	12	7	1	Human 1	6, 7, 12
3	1	1	this	8	7	1	Human 1	2, 7, 8
3	3	1	weird	9	4	1	Human 1	8, 9, 11
3	1	1	yeah	7	4	1	Human 1	6, 7, 9
2	2	1	of	12	10	1	Human 2	3, 12

