Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	you know	6	3	1	Human 2	5, 6, 7
2	2	2	. it	4	2	1	Human 2	3, 4
2	2	2	about this	9	4	1	Human 1	6, 9
2	2	2	french phrase	6	4	1	Human 2	3, 6
2	2	2	it just	5	2	1	Human 1	4, 5
2	2	2	much about	7	2	1	Human 1	6, 7
2	2	2	that feeling	5	2	1	Human 1	4, 5
2	2	2	word origins	11	2	1	Human 1	10, 11
8	7	1	that	3	10	1	Human 1	2, 3, 4, 5, 7, 8, 9, 11
6	4	1	this	7	9	1	Human 1	6, 7, 9, 11, 12, 14
5	3	1	it	4	12	1	Human 2	3, 4, 5, 11, 14
5	5	1	of	8	7	2	Human 2	5, 7, 8, 9, 11
5	5	1	the	5	8	1	Human 1	4, 5, 7, 9, 11
5	2	1	you	11	9	1	Human 2	5, 6, 7, 11, 13
4	1	1	about	13	8	1	Human 1	6, 7, 9, 13
4	2	1	feeling	9	8	1	Human 1	4, 5, 9, 11
4	4	1	interesting	7	10	1	Human 1	4, 7, 12, 13
4	2	1	just	7	6	1	Human 1	4, 5, 7, 9
4	2	1	phrase	7	7	1	Human 2	3, 6, 7, 9
4	4	1	to	14	12	3	Human 2	3, 7, 13, 14
3	3	1	does	3	10	1	Human 1	2, 3, 11
3	1	1	french	7	5	1	Human 2	3, 6, 7
3	3	1	is	4	3	1	Human 2	3, 4, 5
3	3	1	mean	3	10	1	Human 1	2, 3, 11
3	1	1	much	11	6	1	Human 1	6, 7, 11
3	3	1	sometimes	7	8	1	Human 1	4, 7, 11
3	3	1	way	9	4	1	Human 1	8, 9, 11
2	2	1	a	12	10	1	Human 2	3, 12
2	2	1	and	14	2	1	Human 2	13, 14
2	2	1	conversation	13	2	1	Human 1	12, 13
2	2	1	feels	7	4	1	Human 1	4, 7
2	2	1	happens	7	4	1	Human 1	4, 7
2	2	1	have	14	2	1	Human 2	13, 14
2	2	1	here	13	4	1	Human 1	10, 13
2	2	1	how	9	4	1	Human 1	6, 9
2	2	1	in	12	10	1	Human 2	3, 12
2	2	1	me	14	8	1	Human 2	7, 14
2	2	1	pretty	9	2	1	Human 1	8, 9
2	2	1	what	3	2	1	Human 1	2, 3
2	2	1	why	7	4	1	Human 1	4, 7

