Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	i was not able to attend	3	2	1	Human 1	2, 3
3	1	5	i was not able to	4	3	1	Human 1	2, 3, 4
2	2	3	i think the	9	2	1	Human 1	8, 9
2	2	3	lectures last week	3	2	1	Human 1	2, 3
4	1	2	able to	8	7	1	Human 1	2, 3, 4, 8
4	2	2	i think	5	6	1	Human 1	4, 5, 8, 9
4	1	2	was not	5	4	1	Human 1	2, 3, 4, 5
3	3	2	. i	11	10	1	Human 1	4, 11, 13
2	2	2	. you	11	4	1	Human 1	8, 11
2	2	2	next week	13	2	1	Human 1	12, 13
2	2	2	right now	5	2	1	Human 1	4, 5
2	2	2	the course	11	2	1	Human 1	10, 11
2	2	2	the lectures	5	4	1	Human 1	2, 5
2	2	2	though .	13	4	1	Human 1	10, 13
2	2	2	time for	7	2	1	Human 1	6, 7
2	2	2	you have	7	4	1	Human 1	4, 7
10	2	1	i	10	12	1	Human 1	2, 3, 4, 5, 8, 9, 10, 11, 12, 13
9	4	1	the	5	10	2	Human 1	2, 4, 5, 6, 7, 8, 9, 10, 11
6	3	1	to	4	12	1	Human 1	2, 3, 4, 8, 10, 13
6	2	1	you	7	11	2	Human 1	2, 4, 7, 8, 11, 12
5	1	1	not	8	7	1	Human 1	2, 3, 4, 5, 8
5	1	1	week	5	12	1	Human 1	2, 3, 5, 12, 13
4	4	1	this	5	8	1	Human 1	4, 5, 10, 11
3	1	1	have	7	4	2	Human 1	4, 6, 7
3	1	1	last	4	3	1	Human 1	2, 3, 4
3	1	1	now	7	4	1	Human 1	4, 5, 7
3	1	1	right	7	4	1	Human 1	4, 5, 7
3	1	1	time	7	4	2	Human 1	4, 6, 7
3	3	1	up	8	10	1	Human 2	1, 8, 10
2	2	1	a	10	6	1	Human 2	5, 10
2	2	1	help	5	4	1	Human 1	2, 5
2	2	1	it	8	2	1	Human 2	7, 8
2	2	1	me	11	10	1	Human 1	2, 11
2	2	1	no	6	4	1	Human 2	3, 6
2	2	1	problem	9	4	1	Human 1	6, 9

