Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	, but it's true that australia day	3	Human 2	13, 15
2	3	australia day ,	3	Human 2	7, 9
3	2	be a	11	Human 2	3, 5, 13
2	2	, is	3	Human 2	7, 9
2	2	. the	3	Human 2	13, 15
2	2	25 people	7	Human 2	5, 11
2	2	people from	3	Human 2	9, 11
2	2	where you	9	Human 2	3, 11
5	1	a	11	Human 2	3, 5, 9, 11, 13
5	1	and	9	Human 2	7, 9, 11, 13, 15
5	1	day	9	Human 2	7, 9, 11, 13, 15
4	1	australia	9	Human 2	7, 9, 13, 15
4	1	it's	7	Human 2	9, 11, 13, 15
4	1	of	7	Human 2	3, 5, 7, 9
4	1	people	9	Human 2	3, 5, 9, 11
4	1	the	13	Human 2	3, 7, 13, 15
3	1	different	9	Human 2	3, 9, 11
3	1	from	5	Human 2	9, 11, 13
3	1	is	9	Human 2	1, 7, 9
3	1	meet	9	Human 2	3, 9, 11
3	1	where	9	Human 2	3, 9, 11
2	1	can	5	Human 2	9, 13
2	1	holiday	3	Human 2	1, 3
2	1	might	7	Human 2	5, 11
2	1	not	3	Human 2	13, 15
2	1	one	7	Human 2	3, 9
2	1	to	3	Human 2	3, 5

