Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	in new york	9	2	1	Human 1	8, 9
2	2	3	time of year	13	2	1	Human 1	12, 13
6	4	2	new york	11	8	1	Human 1	8, 9, 11, 13, 14, 15
9	9	1	i'm	4	13	1	Human 2	3, 4, 5, 6, 7, 9, 11, 13, 15
8	8	1	i	14	13	6	Human 2	3, 5, 7, 9, 11, 13, 14, 15
6	6	1	and	12	13	2	Human 2	3, 11, 12, 13, 14, 15
6	1	1	new	9	8	1	Human 1	8, 9, 11, 13, 14, 15
5	5	1	about	9	8	2	Human 1	6, 8, 9, 11, 13
4	2	1	in	8	6	1	Human 2	7, 8, 9, 12
4	2	1	of	13	9	2	Human 1	6, 12, 13, 14
4	4	1	visit	7	10	1	Human 1	6, 7, 13, 15
4	4	1	you	9	8	2	Human 1	4, 6, 9, 11
3	3	1	cities	13	4	1	Human 1	12, 13, 15
3	3	1	city	11	6	1	Human 1	10, 11, 15
3	3	1	family	7	4	1	Human 1	6, 7, 9
3	3	1	hot	13	4	1	Human 1	12, 13, 15
3	3	1	the	14	9	1	Human 2	7, 14, 15
3	3	1	your	5	10	1	Human 1	2, 5, 11
2	2	1	a	14	12	1	Human 2	3, 14
2	2	1	actually	15	2	1	Human 1	14, 15
2	2	1	day	3	2	1	Human 1	2, 3
2	2	1	getting	5	2	1	Human 1	4, 5
2	2	1	is	15	4	1	Human 1	12, 15
2	2	1	there	14	14	1	Human 2	1, 14

