Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	away from the	3	Human 2	5, 7
2	3	i'm sad too	3	Human 2	3, 5
3	2	i would	5	Human 2	7, 9, 11
2	2	and i	11	Human 2	5, 15
2	2	i could	3	Human 2	7, 9
5	1	from	11	Human 2	5, 7, 9, 13, 15
5	1	i	11	Human 2	5, 7, 9, 11, 15
5	1	to	11	Human 2	5, 7, 9, 13, 15
5	1	you	15	Human 2	1, 7, 11, 13, 15
4	1	are	15	Human 2	1, 5, 13, 15
4	1	there	7	Human 2	9, 11, 13, 15
3	1	and	11	Human 2	5, 11, 15
3	1	i'm	11	Human 2	3, 5, 13
3	1	the	5	Human 2	5, 7, 9
3	1	where	7	Human 2	7, 9, 13
2	1	a	9	Human 2	5, 13
2	1	be	9	Human 2	7, 15
2	1	get	9	Human 2	5, 13
2	1	go	3	Human 2	7, 9
2	1	going	3	Human 2	11, 13
2	1	great	7	Human 2	5, 11
2	1	just	3	Human 2	5, 7
2	1	long	7	Human 2	5, 11
2	1	love	3	Human 2	9, 11

