Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	has the best ramen	11	4	1	Human 1	8, 11
2	2	3	what are you	7	6	1	Human 1	2, 7
4	4	2	san mateo	9	4	1	Human 1	8, 9, 10, 11
3	1	2	the best	9	4	1	Human 1	8, 9, 11
2	2	2	and dojo	13	6	1	Human 1	8, 13
2	2	2	craving for	5	2	1	Human 1	4, 5
2	2	2	do you	10	2	1	Human 2	9, 10
2	2	2	hi !	1	2	1	Human 1	0, 1
2	2	2	soft-shell crabs	13	2	1	Human 1	12, 13
2	2	2	you have	12	4	1	Human 2	9, 12
8	4	1	you	3	12	1	Human 1	2, 3, 7, 9, 10, 11, 12, 13
6	4	1	for	6	8	1	Human 1	4, 5, 6, 7, 9, 11
5	3	1	have	12	11	3	Human 2	3, 5, 9, 12, 13
4	4	1	any	4	7	1	Human 2	3, 4, 7, 9
4	2	1	ramen	11	8	2	Human 1	6, 8, 11, 13
3	1	1	and	9	6	1	Human 1	8, 9, 13
3	1	1	do	10	8	2	Human 2	3, 9, 10
3	3	1	food	5	3	1	Human 1	4, 5, 6
3	1	1	has	12	5	1	Human 1	8, 11, 12
3	3	1	i	6	8	1	Human 2	5, 6, 12
3	3	1	know	13	8	2	Human 1	6, 12, 13
3	3	1	me	9	5	1	Human 1	8, 9, 12
3	3	1	parlor	13	6	2	Human 1	8, 12, 13
3	3	1	question	9	4	2	Human 1	6, 8, 9
3	3	1	to	3	7	1	Human 1	2, 3, 8
3	3	1	you're	7	6	1	Human 1	4, 7, 9
2	2	1	here	4	2	1	Human 2	3, 4
2	2	1	like	12	10	1	Human 2	3, 12
2	2	1	nice	7	6	1	Human 1	2, 7
2	2	1	no	11	4	1	Human 1	8, 11

