Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	with a	5	Human 2	9, 11, 13
2	2	a ball	5	Human 2	9, 13
2	2	it's just	3	Human 2	5, 7
2	2	play .	3	Human 2	9, 11
4	1	a	7	Human 2	7, 9, 11, 13
4	1	but	9	Human 2	5, 7, 9, 13
4	1	game	9	Human 2	3, 5, 7, 11
4	1	i'm	7	Human 2	5, 7, 9, 11
3	1	and	7	Human 2	7, 9, 13
3	1	ball	5	Human 2	9, 11, 13
3	1	is	13	Human 2	1, 3, 13
3	1	it	13	Human 2	1, 9, 13
3	1	it's	5	Human 2	5, 7, 9
3	1	just	9	Human 2	5, 7, 13
3	1	pingpong	5	Human 2	3, 5, 7
3	1	that	5	Human 2	5, 7, 9
3	1	with	5	Human 2	9, 11, 13
3	1	you	7	Human 2	5, 7, 11
2	1	for	9	Human 2	5, 13
2	1	fun	5	Human 2	9, 13
2	1	get	3	Human 2	11, 13
2	1	i	9	Human 2	5, 13
2	1	like	3	Human 2	11, 13
2	1	the	7	Human 2	5, 11
2	1	very	3	Human 2	7, 9
2	1	what	3	Human 2	3, 5
2	1	your	3	Human 2	7, 9

