Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	10	certainly ! here's how you can assist with the event:	3	Human 2	9, 11
2	3	, you can	9	Human 2	7, 15
2	2	an ai	5	Human 2	3, 7
2	2	in the	9	Human 2	7, 15
2	2	participate in	13	Human 2	3, 15
6	1	the	11	Human 2	5, 7, 9, 11, 13, 15
5	1	can	9	Human 2	7, 9, 11, 13, 15
3	1	and	13	Human 2	3, 13, 15
3	1	events	5	Human 2	3, 5, 7
3	1	i	11	Human 2	3, 5, 13
3	1	in	13	Human 2	3, 7, 15
3	1	with	5	Human 2	9, 11, 13
2	1	ensure	11	Human 2	5, 15
2	1	event	9	Human 2	5, 13
2	1	for	11	Human 2	3, 13
2	1	logistics	9	Human 2	5, 13
2	1	or	3	Human 2	3, 5
2	1	to	11	Human 2	5, 15

