Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	roller coaster	9	Human 2	7, 9, 15
2	2	i am	3	Human 2	5, 7
2	2	you with	3	Human 2	3, 5
6	1	i	13	Human 2	3, 5, 7, 9, 13, 15
5	1	and	11	Human 2	5, 7, 11, 13, 15
5	1	the	11	Human 2	5, 9, 11, 13, 15
4	1	roller	9	Human 2	7, 9, 13, 15
4	1	you	9	Human 2	3, 5, 7, 11
3	1	actually	5	Human 2	7, 9, 11
3	1	all	5	Human 2	11, 13, 15
3	1	am	5	Human 2	5, 7, 9
3	1	interesting	5	Human 2	5, 7, 9
3	1	that	7	Human 2	9, 13, 15
3	1	to	7	Human 2	5, 7, 11
2	1	adrenaline	3	Human 2	11, 13
2	1	but	5	Human 2	11, 15
2	1	coasters	3	Human 2	11, 13
2	1	first	7	Human 2	9, 15
2	1	for	7	Human 2	3, 9
2	1	i'm	9	Human 2	3, 11
2	1	simulations	3	Human 2	7, 9
2	1	was	7	Human 2	9, 15
2	1	with	3	Human 2	3, 5
2	1	world	3	Human 2	11, 13

