Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	i'm going to impersonate	11	2	1	Human 1	10, 11
2	2	4	i'm pretty unique person	13	2	1	Human 1	12, 13
2	2	3	you have one	13	6	1	Human 1	8, 13
3	3	2	did you	5	4	1	Human 1	4, 5, 7
3	1	2	have one	9	6	1	Human 1	8, 9, 13
2	2	2	hi !	1	2	1	Human 1	0, 1
2	2	2	yum yum	7	2	1	Human 1	6, 7
6	2	1	you	8	12	1	Human 1	4, 5, 7, 8, 13, 15
4	1	1	one	11	6	1	Human 1	8, 9, 11, 13
4	4	1	your	8	13	1	Human 2	1, 8, 11, 13
3	3	1	a	15	8	2	Human 1	8, 10, 15
3	3	1	and	5	14	1	Human 1	2, 5, 15
3	3	1	good	3	5	1	Human 1	2, 3, 6
3	1	1	pretty	13	12	2	Human 1	2, 12, 13
3	1	1	to	11	10	2	Human 1	2, 10, 11
3	3	1	with	9	12	1	Human 1	2, 9, 13
2	2	1	air	15	2	1	Human 1	14, 15
2	2	1	anything	5	2	1	Human 1	4, 5
2	2	1	no	11	6	1	Human 1	6, 11

