Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	as an ai , i don't have	5	Human 2	3, 7
2	6	i don't have personal experiences or	9	Human 2	3, 11
2	5	, and i don't have	3	Human 2	9, 11
3	4	i'm phi , and	5	Human 2	11, 13, 15
2	4	to help you with	7	Human 2	7, 13
4	3	help you with	9	Human 2	7, 11, 13, 15
4	3	i'm phi ,	7	Human 2	9, 11, 13, 15
3	2	, i	13	Human 2	3, 7, 15
3	2	an ai	7	Human 2	3, 7, 9
2	2	i can	5	Human 2	11, 15
2	2	noodle soup	3	Human 2	13, 15
2	2	of the	3	Human 2	3, 5
2	2	or bake	5	Human 2	11, 15
6	1	i	13	Human 2	3, 7, 9, 11, 13, 15
5	1	have	11	Human 2	1, 3, 7, 9, 11
5	1	i'm	9	Human 2	7, 9, 11, 13, 15
5	1	or	13	Human 2	3, 7, 9, 11, 15
5	1	with	11	Human 2	5, 7, 11, 13, 15
5	1	you	15	Human 2	1, 7, 11, 13, 15
4	1	the	9	Human 2	3, 5, 9, 11
4	1	to	7	Human 2	7, 9, 11, 13
2	1	but	9	Human 2	3, 11
2	1	certainly	13	Human 2	3, 15
2	1	eat	3	Human 2	11, 13
2	1	food	5	Human 2	11, 15
2	1	of	3	Human 2	3, 5
2	1	soup	3	Human 2	13, 15

