Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	5	as phi , i'm not	5	Human 2	5, 7, 9
2	4	, so i don't	9	Human 2	3, 11
2	4	i'm phi , an	9	Human 2	3, 11
4	2	, but	9	Human 2	5, 7, 9, 13
2	2	discussions about	3	Human 2	5, 7
2	2	i can	7	Human 2	7, 13
2	2	like you	15	Human 2	3, 17
2	2	mellow style	3	Human 2	13, 15
6	1	but	15	Human 2	3, 5, 7, 9, 13, 17
5	1	i	13	Human 2	1, 3, 7, 11, 13
5	1	not	13	Human 2	5, 7, 9, 13, 17
5	1	to	15	Human 2	1, 7, 9, 13, 15
3	1	about	5	Human 2	3, 5, 7
3	1	in	13	Human 2	5, 7, 17
3	1	or	11	Human 2	5, 11, 15
3	1	the	5	Human 2	1, 3, 5
3	1	you	15	Human 2	3, 7, 17
3	1	your	5	Human 2	9, 11, 13
2	1	a	3	Human 2	13, 15
2	1	do	11	Human 2	3, 13
2	1	emotions	3	Human 2	9, 11
2	1	is	5	Human 2	9, 13
2	1	may	5	Human 2	11, 15
2	1	of	5	Human 2	5, 9
2	1	personal	3	Human 2	5, 7
2	1	some	3	Human 2	15, 17
2	1	talking	3	Human 2	1, 3
2	1	understand	5	Human 2	7, 11
2	1	with	9	Human 2	7, 15

