Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	22	what are you like food 😅 haha , forget it . what else you work on beside chatting with me ? <|im	3	Human 2	11, 13
3	10	what else you work on beside chatting with me ?	5	Human 2	11, 13, 15
4	8	you work on beside chatting with me ?	9	Human 2	7, 11, 13, 15
4	3	what else you	7	Human 2	9, 11, 13, 15
2	3	you like to	7	Human 2	3, 9
5	2	what else	9	Human 2	7, 9, 11, 13, 15
3	2	haha ,	7	Human 2	7, 11, 13
2	2	code refactoring	3	Human 2	5, 7
7	1	like	15	Human 2	3, 7, 9, 11, 13, 15, 17
6	1	what	13	Human 2	3, 7, 9, 11, 13, 15
6	1	you	13	Human 2	3, 7, 9, 11, 13, 15
5	1	beside	9	Human 2	7, 9, 11, 13, 15
5	1	work	9	Human 2	7, 9, 11, 13, 15
3	1	are	7	Human 2	7, 11, 13
2	1	code	3	Human 2	5, 7
2	1	do	3	Human 2	7, 9

