Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	. here are some steps	3	Human 2	9, 11
2	5	here are the detailed steps	3	Human 2	13, 15
2	3	. however ,	5	Human 2	3, 7
2	3	i don't have	5	Human 2	3, 7
2	2	an ai	5	Human 2	3, 7
2	2	have the	3	Human 2	3, 5
2	2	i can	3	Human 2	7, 9
6	1	the	13	Human 2	3, 5, 7, 11, 13, 15
5	1	to	13	Human 2	3, 5, 11, 13, 15
4	1	and	13	Human 2	3, 5, 7, 15
4	1	with	9	Human 2	7, 9, 11, 15
3	1	can	5	Human 2	7, 9, 11
3	1	for	11	Human 2	5, 11, 15
3	1	in	9	Human 2	3, 5, 11
3	1	some	5	Human 2	7, 9, 11
3	1	you	9	Human 2	7, 9, 15
2	1	a	11	Human 2	5, 15
2	1	event	5	Human 2	11, 15
2	1	events	5	Human 2	3, 7
2	1	volunteer	5	Human 2	3, 7

