Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	i'm phi , an artificial intelligence ,	3	Human 2	9, 11
3	6	i'm phi , an artificial intelligence	5	Human 2	9, 11, 13
2	4	, so i don't	7	Human 2	5, 11
2	4	as phi , i'm	7	Human 2	7, 13
4	3	i'm phi ,	9	Human 2	5, 9, 11, 13
2	3	. however ,	7	Human 2	5, 11
2	3	i don't have	3	Human 2	3, 5
3	2	don't have	11	Human 2	3, 5, 13
2	2	, i	5	Human 2	5, 9
2	2	foods or	3	Human 2	11, 13
2	2	i can	3	Human 2	3, 5
2	2	new information	3	Human 2	3, 5
5	1	i	11	Human 2	3, 5, 9, 11, 13
5	1	i'm	9	Human 2	5, 7, 9, 11, 13
5	1	or	9	Human 2	5, 7, 9, 11, 13
4	1	information	7	Human 2	3, 5, 7, 9
3	1	any	5	Human 2	5, 7, 9
3	1	as	7	Human 2	7, 11, 13
3	1	have	11	Human 2	3, 5, 13
3	1	to	5	Human 2	5, 7, 9
2	1	but	7	Human 2	3, 9
2	1	experiences	3	Human 2	11, 13
2	1	in	5	Human 2	3, 7
2	1	new	3	Human 2	3, 5
2	1	specific	9	Human 2	3, 11
2	1	that	7	Human 2	7, 13
2	1	you	7	Human 2	3, 9

