Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	i'm just an ai , i don't	3	Human 2	3, 5
2	3	. 😊 would	3	Human 2	7, 9
3	2	😊 would	5	Human 2	7, 9, 11
2	2	, but	5	Human 2	3, 7
2	2	for gaming	3	Human 2	11, 13
2	2	it's a	3	Human 2	7, 9
2	2	it's great	5	Human 2	5, 9
2	2	with a	3	Human 2	7, 9
6	1	you	13	Human 2	1, 5, 7, 9, 11, 13
4	1	for	13	Human 2	1, 7, 11, 13
4	1	great	7	Human 2	3, 5, 7, 9
4	1	i'm	9	Human 2	3, 5, 9, 11
4	1	it's	9	Human 2	5, 7, 9, 13
3	1	an	9	Human 2	3, 5, 11
3	1	but	9	Human 2	3, 7, 11
3	1	i	5	Human 2	3, 5, 7
3	1	think	5	Human 2	5, 7, 9
3	1	with	7	Human 2	7, 9, 13
2	1	a	3	Human 2	7, 9
2	1	about	9	Human 2	5, 13
2	1	anything	9	Human 2	5, 13
2	1	console	3	Human 2	7, 9
2	1	exercise	3	Human 2	5, 7
2	1	friends	7	Human 2	7, 13
2	1	fun	5	Human 2	9, 13
2	1	have	11	Human 2	3, 13
2	1	of	3	Human 2	7, 9
2	1	or	3	Human 2	3, 5
2	1	switch	5	Human 2	7, 11
2	1	the	11	Human 2	1, 11

