Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	you didn't spoil much	17	2	1	Human 1	16, 17
2	2	3	, but it's	11	6	1	Human 1	6, 11
2	2	3	not happy ending	15	2	1	Human 1	14, 15
5	5	2	, i	12	9	3	Human 2	5, 7, 9, 12, 13
3	1	2	, but	6	9	1	Human 2	3, 6, 11
3	1	2	but it's	15	10	1	Human 1	6, 11, 15
2	2	2	, so	14	6	1	Human 2	9, 14
2	2	2	. i	4	2	1	Human 2	3, 4
2	2	2	are you	2	2	1	Human 2	1, 2
10	7	1	i	5	14	1	Human 2	3, 4, 5, 7, 9, 10, 11, 12, 13, 16
7	7	1	i'm	3	12	1	Human 1	2, 3, 5, 7, 9, 11, 13
7	3	1	you	6	17	1	Human 2	1, 2, 6, 7, 8, 16, 17
6	2	1	but	7	13	1	Human 2	3, 6, 7, 10, 11, 15
6	6	1	movies	9	10	1	Human 1	8, 9, 10, 11, 13, 17
6	6	1	to	7	15	1	Human 1	2, 7, 11, 12, 15, 16
5	3	1	are	11	17	1	Human 2	1, 2, 11, 13, 17
5	2	1	it's	12	10	1	Human 1	6, 11, 12, 14, 15
5	5	1	the	12	11	1	Human 2	7, 12, 13, 15, 17
3	3	1	a	15	10	2	Human 1	6, 10, 15
3	3	1	doing	2	6	1	Human 2	1, 2, 6
3	3	1	of	15	8	1	Human 1	10, 15, 17
3	1	1	so	9	7	1	Human 1	8, 9, 14
3	3	1	watch	16	8	2	Human 2	9, 11, 16
2	2	1	action	9	2	1	Human 1	8, 9
2	2	1	bit	15	10	1	Human 1	6, 15
2	2	1	by	12	10	1	Human 2	3, 12
2	2	1	emails	5	2	1	Human 1	4, 5
2	2	1	enjoy	7	2	1	Human 1	6, 7
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	impressive	5	2	1	Human 1	4, 5
2	2	1	like	17	10	1	Human 1	8, 17
2	2	1	terminators	11	2	1	Human 1	10, 11
2	2	1	that	13	2	1	Human 1	12, 13
2	2	1	touching	13	2	1	Human 1	12, 13
2	2	1	work	7	2	1	Human 1	6, 7

