Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	yeah i'm gonna go kayaking	13	4	1	Human 1	10, 13
2	2	4	it's gonna be my	13	2	1	Human 1	12, 13
3	1	3	it's gonna be	15	4	1	Human 1	12, 13, 15
2	2	3	flip over accidentally	13	2	1	Human 1	12, 13
3	3	2	. what	8	7	1	Human 2	5, 8, 11
3	3	2	right ?	7	4	1	Human 1	6, 7, 9
2	2	2	easy to	12	2	1	Human 2	11, 12
2	2	2	stadium is	9	2	1	Human 1	8, 9
2	2	2	what game	5	2	1	Human 1	4, 5
5	3	1	is	8	6	1	Human 2	7, 8, 9, 11, 12
4	1	1	be	12	5	1	Human 2	11, 12, 13, 15
4	2	1	i'm	10	11	1	Human 2	5, 10, 13, 15
3	1	1	easy	13	3	1	Human 2	11, 12, 13
3	3	1	football	7	4	1	Human 1	6, 7, 9
3	1	1	game	7	4	1	Human 1	4, 5, 7
3	2	1	kayaking	11	4	1	Human 1	10, 11, 13
3	1	1	to	12	8	2	Human 2	5, 11, 12
3	1	1	yeah	15	6	1	Human 1	10, 13, 15
2	2	1	actually	13	2	1	Human 1	12, 13
2	2	1	first	13	2	1	Human 1	12, 13
2	2	1	going	3	2	1	Human 1	2, 3
2	1	1	stadium	9	2	1	Human 1	8, 9
2	2	1	thanks	15	2	1	Human 1	14, 15
2	2	1	that's	11	6	1	Human 1	6, 11
2	2	1	time	13	2	1	Human 1	12, 13

