Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	have the book	7	Human 2	7, 13
2	3	i'm reading the	5	Human 2	5, 9
2	3	the book that	3	Human 2	7, 9
3	2	about how	7	Human 2	7, 11, 13
3	2	i'm reading	5	Human 2	5, 7, 9
2	2	are you	5	Human 2	1, 5
2	2	in the	5	Human 2	9, 13
2	2	the ocean	3	Human 2	5, 7
2	2	you ?	3	Human 2	1, 3
5	1	how	13	Human 2	1, 7, 9, 11, 13
5	1	i'm	11	Human 2	3, 5, 7, 9, 13
5	1	the	9	Human 2	5, 7, 9, 11, 13
4	1	book	7	Human 2	7, 9, 11, 13
4	1	for	11	Human 2	3, 9, 11, 13
4	1	i	9	Human 2	3, 7, 9, 11
4	1	you	13	Human 2	1, 3, 5, 13
3	1	and	7	Human 2	7, 11, 13
3	1	are	13	Human 2	1, 5, 13
3	1	it	7	Human 2	7, 11, 13
3	1	to	11	Human 2	3, 9, 13
2	1	better	3	Human 2	9, 11
2	1	has	5	Human 2	7, 11
2	1	of	3	Human 2	3, 5
2	1	over	3	Human 2	5, 7
2	1	read	3	Human 2	9, 11
2	1	what	3	Human 2	3, 5

