Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	. however , i can	3	Human 2	3, 5
2	3	as an ai	3	Human 2	5, 7
2	3	for next saturday	3	Human 2	11, 13
2	3	slip to sunday	3	Human 2	11, 13
2	3	volunteer for events	3	Human 2	3, 5
3	2	, i	9	Human 2	3, 5, 11
3	2	an ai	5	Human 2	3, 5, 7
2	2	event planning:	7	Human 2	9, 15
2	2	for the	3	Human 2	7, 9
2	2	start with	3	Human 2	9, 11
2	2	the event	3	Human 2	9, 11
2	2	volunteers and	11	Human 2	5, 15
2	2	with the	3	Human 2	11, 13
7	1	for	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	the	11	Human 2	5, 7, 9, 11, 13, 15
5	1	can	9	Human 2	3, 5, 7, 9, 11
4	1	and	11	Human 2	5, 11, 13, 15
4	1	event	7	Human 2	9, 11, 13, 15
4	1	i	13	Human 2	3, 5, 11, 15
4	1	some	11	Human 2	5, 7, 9, 15
4	1	you	11	Human 2	5, 7, 9, 15
3	1	have	13	Human 2	3, 7, 15
3	1	to	5	Human 2	11, 13, 15

