Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	but i	3	Human 2	11, 13
2	2	i can	5	Human 2	11, 15
2	2	i have	11	Human 2	3, 13
2	2	i'm out	3	Human 2	13, 15
2	2	it in	5	Human 2	5, 9
3	1	can	7	Human 2	9, 11, 15
3	1	have	13	Human 2	1, 3, 13
3	1	it	7	Human 2	5, 9, 11
3	1	the	11	Human 2	5, 13, 15
3	1	you	9	Human 2	1, 7, 9
2	1	avatar	3	Human 2	3, 5
2	1	is	3	Human 2	3, 5
2	1	it's	9	Human 2	3, 11
2	1	like	7	Human 2	5, 11
2	1	movie	5	Human 2	5, 9
2	1	movies	7	Human 2	1, 7
2	1	seen	5	Human 2	1, 5
2	1	some	3	Human 2	11, 13

