Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	you have	5	Human 2	3, 7
5	1	you	15	Human 2	1, 3, 5, 7, 15
4	1	and	13	Human 2	3, 5, 9, 15
4	1	the	9	Human 2	1, 5, 7, 9
4	1	this	11	Human 2	1, 7, 9, 11
4	1	with	9	Human 2	3, 5, 9, 11
3	1	have	5	Human 2	3, 5, 7
3	1	i	11	Human 2	5, 11, 15
2	1	back	3	Human 2	3, 5
2	1	did	5	Human 2	3, 7
2	1	family	7	Human 2	3, 9
2	1	for	7	Human 2	5, 11
2	1	new	3	Human 2	5, 7
2	1	now	3	Human 2	13, 15
2	1	past	5	Human 2	1, 5
2	1	time	3	Human 2	3, 5
2	1	year	5	Human 2	1, 5

