Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	i saw the	5	Human 2	5, 7, 9
2	3	last weekend and	3	Human 2	5, 7
2	2	and the	3	Human 2	9, 11
2	2	it .	3	Human 2	5, 7
2	2	the parasite	3	Human 2	3, 5
5	1	i	11	Human 2	5, 7, 9, 11, 15
5	1	the	9	Human 2	3, 5, 7, 9, 11
3	1	good	15	Human 2	1, 13, 15
3	1	it	11	Human 2	5, 7, 15
3	1	lol	7	Human 2	9, 11, 15
3	1	movies	11	Human 2	1, 7, 11
3	1	weekend	5	Human 2	5, 7, 9
3	1	you	13	Human 2	1, 3, 13
2	1	great	11	Human 2	5, 15
2	1	is	3	Human 2	13, 15
2	1	mandalorian	3	Human 2	7, 9
2	1	spiderman	3	Human 2	11, 13
2	1	this	5	Human 2	5, 9
2	1	would	13	Human 2	3, 15

