Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	3	, but i	10	6	3	Human 2	5, 7, 9, 10
2	2	3	during cold times	9	2	1	Human 1	8, 9
2	2	3	how are you	2	2	1	Human 2	1, 2
3	1	2	are you	4	4	1	Human 2	1, 2, 4
3	1	2	cold times	13	6	1	Human 1	8, 9, 13
2	2	2	enjoy doing	9	2	1	Human 1	8, 9
2	2	2	hi !	1	2	1	Human 1	0, 1
2	2	2	hot chocolate	7	2	1	Human 1	6, 7
2	2	2	hot coco	13	6	1	Human 1	8, 13
2	2	2	i'm doing	3	2	1	Human 1	2, 3
2	2	2	you have	11	4	1	Human 1	8, 11
12	9	1	you	3	15	1	Human 2	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15
7	7	1	i	6	11	2	Human 2	3, 5, 6, 7, 9, 10, 13
6	6	1	great	3	12	1	Human 1	2, 3, 8, 11, 12, 13
6	4	1	have	6	7	1	Human 2	5, 6, 8, 9, 10, 11
5	5	1	a	15	12	4	Human 1	4, 10, 12, 14, 15
5	2	1	are	11	13	1	Human 2	1, 2, 4, 11, 13
5	1	1	but	13	9	3	Human 2	5, 7, 9, 10, 13
5	1	1	doing	2	9	1	Human 2	1, 2, 3, 8, 9
5	1	1	hot	11	8	1	Human 1	6, 7, 8, 11, 13
5	3	1	i'm	5	8	1	Human 1	2, 3, 5, 7, 9
4	4	1	and	11	6	1	Human 1	10, 11, 13, 15
4	2	1	cold	9	6	1	Human 1	8, 9, 11, 13
4	4	1	for	11	8	1	Human 1	8, 11, 13, 15
4	2	1	how	7	13	1	Human 2	1, 2, 7, 13
4	4	1	it's	6	9	1	Human 2	3, 6, 8, 11
4	4	1	or	5	6	1	Human 1	4, 5, 7, 9
4	4	1	some	11	6	1	Human 1	10, 11, 13, 15
4	4	1	to	12	12	2	Human 2	3, 7, 12, 14
3	3	1	anything	8	7	1	Human 2	3, 8, 9
3	1	1	during	11	4	1	Human 1	8, 9, 11
3	1	1	enjoy	13	6	1	Human 1	8, 9, 13
3	3	1	it	15	6	2	Human 1	10, 12, 15
3	3	1	tea	5	4	1	Human 1	4, 5, 7
3	3	1	that's	13	6	2	Human 1	8, 12, 13
3	3	1	tubing	11	6	1	Human 1	10, 11, 15
2	2	1	already	11	2	1	Human 1	10, 11
2	1	1	chocolate	7	2	1	Human 1	6, 7
2	2	1	group	15	2	1	Human 1	14, 15
2	2	1	hahaha	13	2	1	Human 1	12, 13
2	2	1	i'll	15	2	1	Human 1	14, 15
2	2	1	lol	13	4	1	Human 1	10, 13
2	2	1	put	15	4	1	Human 1	12, 15
2	2	1	read	13	4	1	Human 1	10, 13
2	2	1	these	11	4	1	Human 1	8, 11
2	2	1	together	15	2	1	Human 1	14, 15

