Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	, but i can certainly help you brainstorm	5	Human 2	3, 7
3	4	, but i can	5	Human 2	3, 5, 7
2	2	, you	7	Human 2	9, 15
2	2	an ai	5	Human 2	3, 7
2	2	can play	5	Human 2	11, 15
2	2	create a	9	Human 2	5, 13
2	2	i don't	3	Human 2	5, 7
2	2	you can	11	Human 2	5, 15
6	1	can	13	Human 2	3, 5, 7, 11, 13, 15
6	1	you	13	Human 2	3, 5, 7, 9, 13, 15
4	1	the	11	Human 2	5, 7, 13, 15
3	1	create	11	Human 2	3, 5, 13
3	1	for	7	Human 2	7, 11, 13
3	1	i	5	Human 2	3, 5, 7
2	1	a	9	Human 2	5, 13
2	1	chords	3	Human 2	13, 15
2	1	here's	9	Human 2	5, 13
2	1	ideas	5	Human 2	3, 7
2	1	music	5	Human 2	7, 11
2	1	video	3	Human 2	5, 7
2	1	with	5	Human 2	11, 15

