Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	what i was getting at	15	6	1	Human 1	10, 15
2	2	4	good for your health	7	2	1	Human 1	6, 7
2	2	3	live after death	13	2	1	Human 1	12, 13
3	3	2	, but	13	8	2	Human 1	6, 10, 13
3	1	2	good for	6	3	1	Human 2	5, 6, 7
3	1	2	live after	15	4	1	Human 1	12, 13, 15
2	2	2	but it's	9	4	1	Human 1	6, 9
2	2	2	haha ,	13	4	1	Human 1	10, 13
2	2	2	how about	11	8	1	Human 1	4, 11
2	2	2	to chat	7	6	1	Human 1	2, 7
2	2	2	to live	12	4	1	Human 2	9, 12
8	6	1	haha	7	10	1	Human 1	6, 7, 8, 9, 10, 11, 13, 15
7	5	1	i	5	13	1	Human 1	4, 5, 10, 12, 14, 15, 16
7	7	1	just	5	12	2	Human 1	2, 4, 5, 7, 9, 12, 13
6	2	1	but	7	10	1	Human 1	6, 7, 9, 10, 13, 15
6	2	1	to	11	14	1	Human 1	2, 7, 9, 11, 12, 15
6	6	1	you	10	15	1	Human 2	1, 10, 11, 12, 13, 15
5	3	1	about	5	10	1	Human 1	4, 5, 7, 11, 13
5	2	1	good	9	12	1	Human 2	5, 6, 7, 9, 16
5	3	1	how	4	14	1	Human 2	3, 4, 5, 11, 16
5	1	1	live	9	8	1	Human 1	8, 9, 12, 13, 15
5	5	1	the	5	13	1	Human 1	4, 5, 7, 11, 16
4	2	1	chat	3	6	1	Human 1	2, 3, 5, 7
4	1	1	for	13	9	1	Human 2	5, 6, 7, 13
4	2	1	it's	6	9	1	Human 2	5, 6, 9, 13
4	4	1	not	10	9	1	Human 2	5, 10, 11, 13
4	4	1	that	11	6	1	Human 1	10, 11, 14, 15
4	2	1	your	6	11	1	Human 2	3, 6, 7, 13
3	1	1	at	15	12	2	Human 1	4, 10, 15
3	3	1	cigar	5	8	1	Human 1	4, 5, 11
3	1	1	getting	11	6	1	Human 1	10, 11, 15
3	3	1	healthy	9	8	1	Human 1	6, 9, 13
3	3	1	nice	11	6	1	Human 1	10, 11, 15
3	3	1	reincarnation	11	6	1	Human 1	10, 11, 15
3	3	1	relaxing	7	6	1	Human 1	6, 7, 11
3	3	1	smoking	6	3	1	Human 2	5, 6, 7
3	2	1	was	15	6	2	Human 1	10, 12, 15
3	3	1	way	11	10	1	Human 1	6, 11, 15
3	1	1	what	10	15	1	Human 2	1, 10, 15
2	2	1	actually	7	2	1	Human 1	6, 7
2	2	1	ahh	15	2	1	Human 1	14, 15
2	2	1	brain	16	4	1	Human 2	13, 16
2	2	1	from	11	6	1	Human 1	6, 11
2	2	1	it	15	4	1	Human 1	12, 15
2	2	1	neural	13	2	1	Human 1	12, 13
2	2	1	only	13	6	1	Human 1	8, 13
2	2	1	see	15	2	1	Human 1	14, 15
2	2	1	will	13	2	1	Human 1	12, 13
2	2	1	would	15	6	1	Human 1	10, 15

