Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	i am	11	4	2	Human 1	8, 10, 11
2	2	2	a lawyer	5	2	1	Human 1	4, 5
2	2	2	a painter	11	2	1	Human 1	10, 11
2	2	2	oil painting	13	2	1	Human 1	12, 13
9	7	1	i	7	14	1	Human 1	2, 7, 8, 10, 11, 12, 13, 14, 15
8	5	1	a	4	12	1	Human 2	3, 4, 5, 8, 9, 10, 11, 14
6	6	1	i'm	4	13	1	Human 2	3, 4, 7, 9, 13, 15
5	5	1	to	4	11	1	Human 2	3, 4, 8, 9, 13
4	4	1	so	7	7	2	Human 1	2, 4, 7, 8
4	4	1	the	7	10	1	Human 1	4, 7, 11, 13
3	3	1	day	4	3	1	Human 2	3, 4, 5
3	3	1	different	9	7	1	Human 1	8, 9, 14
3	3	1	do	12	8	1	Human 2	7, 12, 14
3	3	1	of	11	11	1	Human 1	4, 11, 14
3	1	1	painting	12	3	1	Human 2	11, 12, 13
2	2	1	earn	9	2	1	Human 1	8, 9
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	it	8	6	1	Human 2	3, 8
2	2	1	life	9	2	1	Human 1	8, 9
2	2	1	tired	9	8	1	Human 1	2, 9
2	2	1	what	8	4	1	Human 2	5, 8

