Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	favourite flower	9	Human 1	2, 10
2	2	theory .	3	Human 1	4, 6
6	1	a	13	Human 1	2, 4, 6, 8, 12, 14
4	1	flower	9	Human 1	2, 6, 8, 10
4	1	you	13	Human 1	2, 8, 10, 14
3	1	like	5	Human 1	8, 10, 12
3	1	the	9	Human 1	4, 8, 12
3	1	to	9	Human 1	4, 8, 12
2	1	and	5	Human 1	8, 12
2	1	ask	3	Human 1	10, 12
2	1	does	7	Human 1	4, 10
2	1	it's	3	Human 1	6, 8
2	1	just	5	Human 1	6, 10
2	1	more	7	Human 1	6, 12
2	1	of	7	Human 1	6, 12
2	1	sense	3	Human 1	10, 12
2	1	step	3	Human 1	10, 12
2	1	that	5	Human 1	6, 10
2	1	what	3	Human 1	10, 12
2	1	why	11	Human 1	4, 14
2	1	with	5	Human 1	8, 12

