Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	she just drank this new hint	3	Human 2	3, 5
2	3	super weird lol	3	Human 2	9, 11
2	2	good !	3	Human 2	3, 5
2	2	show me	3	Human 2	13, 15
2	2	that was	3	Human 2	11, 13
2	2	you want	3	Human 2	13, 15
6	1	good	13	Human 2	3, 5, 7, 9, 13, 15
4	1	lol	7	Human 2	9, 11, 13, 15
3	1	just	5	Human 2	3, 5, 7
3	1	some	9	Human 2	7, 13, 15
3	1	that	5	Human 2	9, 11, 13
3	1	you	15	Human 2	1, 13, 15
2	1	are	7	Human 2	1, 7
2	1	haha	5	Human 2	9, 13
2	1	pretty	5	Human 2	7, 11
2	1	sounds	7	Human 2	9, 15
2	1	time	3	Human 2	13, 15

