Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	it was	11	6	1	Human 1	8, 11, 13
2	2	2	a couple	15	10	1	Human 1	6, 15
2	2	2	i don't	8	6	1	Human 2	3, 8
2	2	2	long day	17	2	1	Human 1	16, 17
2	2	2	relaxing after	17	2	1	Human 1	16, 17
2	2	2	to get	15	4	1	Human 1	12, 15
2	2	2	where it	9	2	1	Human 1	8, 9
7	6	1	to	10	14	3	Human 2	3, 5, 7, 10, 12, 15, 16
6	5	1	a	13	11	3	Human 1	6, 10, 12, 13, 15, 16
6	6	1	experience	7	12	1	Human 1	6, 7, 9, 11, 13, 17
6	6	1	i'm	10	11	2	Human 2	3, 5, 10, 11, 12, 13
5	2	1	it	8	7	1	Human 2	7, 8, 9, 11, 13
4	4	1	and	11	8	1	Human 1	10, 11, 13, 17
4	4	1	have	6	11	1	Human 2	3, 6, 7, 13
4	4	1	massage	13	6	1	Human 1	12, 13, 15, 17
4	4	1	quite	9	12	1	Human 1	6, 9, 11, 17
4	1	1	was	9	6	1	Human 1	8, 9, 11, 13
4	4	1	you	13	7	1	Human 1	10, 13, 15, 16
3	3	1	any	5	12	1	Human 1	2, 5, 13
3	3	1	going	11	3	1	Human 1	10, 11, 12
3	2	1	i	6	6	1	Human 2	3, 6, 8
3	3	1	not	5	10	1	Human 1	2, 5, 11
3	3	1	plans	3	4	1	Human 1	2, 3, 5
3	1	1	relaxing	16	5	1	Human 2	13, 16, 17
3	3	1	traditional	15	4	1	Human 1	14, 15, 17
3	1	1	where	11	4	1	Human 1	8, 9, 11
2	2	1	talk	17	2	1	Human 1	16, 17
2	2	1	think	13	6	1	Human 1	8, 13
2	2	1	this	11	10	1	Human 1	2, 11
2	2	1	tired	11	2	1	Human 1	10, 11
2	2	1	unique	9	4	1	Human 1	6, 9
2	2	1	weekend	3	2	1	Human 1	2, 3
2	2	1	ziplining	5	2	1	Human 1	4, 5

