Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	, i don't	7	Human 2	3, 9
2	2	, but	11	Human 2	3, 13
2	2	have the	5	Human 2	7, 11
2	2	while i	3	Human 2	5, 7
6	1	you	11	Human 2	3, 5, 7, 9, 11, 13
5	1	i	9	Human 2	3, 5, 7, 9, 11
5	1	i'm	11	Human 2	3, 5, 7, 9, 13
5	1	the	9	Human 2	5, 7, 9, 11, 13
4	1	have	7	Human 2	7, 9, 11, 13
4	1	your	9	Human 2	3, 5, 7, 11
3	1	but	11	Human 2	3, 9, 13
3	1	exciting	5	Human 2	7, 9, 11
3	1	for	5	Human 2	9, 11, 13
3	1	to	5	Human 2	3, 5, 7
2	1	and	11	Human 2	3, 13
2	1	budget	3	Human 2	7, 9
2	1	do	5	Human 2	5, 9
2	1	good	13	Human 2	1, 13
2	1	lotion	3	Human 2	11, 13
2	1	of	9	Human 2	5, 13
2	1	out	3	Human 2	7, 9
2	1	with	3	Human 2	5, 7
2	1	would	5	Human 2	9, 13

