Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	! what are the best time	5	Human 2	9, 13
2	5	will get here for you	5	Human 2	9, 13
2	4	! many things about	5	Human 2	9, 13
2	4	you are a great	5	Human 2	9, 13
4	3	will get here	7	Human 2	7, 9, 11, 13
3	3	! what are	7	Human 2	7, 9, 13
3	3	many things about	7	Human 2	7, 9, 13
2	3	what are your	3	Human 2	5, 7
3	2	a great	7	Human 2	7, 9, 13
3	2	for you	5	Human 2	9, 11, 13
2	2	you !	7	Human 2	3, 9
6	1	you	11	Human 2	3, 5, 7, 9, 11, 13
5	1	about	11	Human 2	3, 5, 7, 9, 13
5	1	and	9	Human 2	5, 7, 9, 11, 13
4	1	a	7	Human 2	7, 9, 11, 13
4	1	great	11	Human 2	3, 7, 9, 13
4	1	to	9	Human 2	3, 7, 9, 11
3	1	the	5	Human 2	9, 11, 13
3	1	your	7	Human 2	1, 5, 7
2	1	i	7	Human 2	5, 11
2	1	is	5	Human 2	3, 7
2	1	love	7	Human 2	5, 11
2	1	playing	3	Human 2	9, 11
2	1	there	3	Human 2	1, 3
2	1	yoga	7	Human 2	7, 13

