Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i'm phi , an ai	3	Human 2	3, 5
2	3	natural language processing	3	Human 2	9, 11
3	2	are you	9	Human 2	1, 7, 9
2	2	classifier research	3	Human 2	9, 11
2	2	working on	3	Human 2	7, 9
4	1	and	9	Human 2	3, 5, 9, 11
4	1	are	11	Human 2	1, 7, 9, 11
4	1	i	9	Human 2	3, 5, 9, 11
4	1	you	11	Human 2	1, 7, 9, 11
3	1	classifier	5	Human 2	7, 9, 11
3	1	of	7	Human 2	5, 7, 11
3	1	phi	5	Human 2	3, 5, 7
3	1	processing	7	Human 2	5, 9, 11
2	1	for	3	Human 2	9, 11
2	1	how	7	Human 2	1, 7
2	1	i'm	3	Human 2	3, 5
2	1	learning	5	Human 2	5, 9
2	1	most	3	Human 2	9, 11
2	1	research	3	Human 2	9, 11
2	1	to	9	Human 2	3, 11
2	1	work	7	Human 2	5, 11

