Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	fmri and machine learning	7	2	1	Human 1	6, 7
3	3	2	science is	11	4	1	Human 1	10, 11, 13
2	2	2	being invisible	5	2	1	Human 1	4, 5
2	1	2	machine learning	7	2	1	Human 1	6, 7
2	2	2	make sense	15	2	1	Human 1	14, 15
2	2	2	superman !	3	2	1	Human 1	2, 3
2	2	2	that can	13	6	1	Human 1	8, 13
7	5	1	can	8	11	2	Human 2	5, 7, 8, 9, 12, 13, 15
6	6	1	to	6	15	3	Human 2	1, 3, 5, 6, 7, 15
5	3	1	and	9	8	1	Human 1	6, 7, 9, 11, 13
5	5	1	i	2	15	1	Human 2	1, 2, 6, 10, 15
5	3	1	invisible	7	8	1	Human 1	4, 5, 7, 9, 11
5	5	1	you	3	14	1	Human 1	2, 3, 4, 8, 15
4	1	1	is	12	4	1	Human 1	10, 11, 12, 13
4	2	1	science	11	4	1	Human 1	10, 11, 12, 13
4	4	1	the	2	12	1	Human 2	1, 2, 8, 12
3	3	1	a	8	4	2	Human 2	5, 7, 8
3	3	1	am	2	6	1	Human 2	1, 2, 6
3	1	1	that	13	8	2	Human 1	6, 8, 13
3	3	1	what	3	11	1	Human 1	2, 3, 12
2	2	1	about	7	6	1	Human 1	2, 7
2	2	1	activity	9	2	1	Human 1	8, 9
2	2	1	an	15	10	1	Human 1	6, 15
2	2	1	brain	9	2	1	Human 1	8, 9
2	2	1	i'm	15	4	1	Human 1	12, 15
2	2	1	important	13	2	1	Human 1	12, 13
2	2	1	see	5	2	1	Human 1	4, 5

