Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	19	beaches warm looking forward holidays before the finishing stuff yes morning did you like gift good thanks thought nice	3	Human 2	9, 11
3	4	morning did you like	7	Human 2	5, 9, 11
2	3	like the gift	3	Human 2	5, 7
3	2	before the	5	Human 2	7, 9, 11
3	2	finishing stuff	7	Human 2	5, 9, 11
3	2	gift good	7	Human 2	5, 9, 11
3	2	thought nice	7	Human 2	5, 9, 11
2	2	of me	5	Human 2	3, 7
5	1	gift	9	Human 2	3, 5, 7, 9, 11
5	1	the	9	Human 2	3, 5, 7, 9, 11
5	1	you	9	Human 2	3, 5, 7, 9, 11
4	1	before	7	Human 2	5, 7, 9, 11
4	1	did	9	Human 2	3, 5, 9, 11
4	1	finishing	7	Human 2	5, 7, 9, 11
4	1	thought	9	Human 2	3, 5, 9, 11
3	1	holidays	7	Human 2	5, 9, 11
3	1	i	5	Human 2	3, 5, 7
3	1	thanks	7	Human 2	5, 9, 11
3	1	yes	5	Human 2	7, 9, 11
2	1	a	3	Human 2	1, 3
2	1	for	3	Human 2	5, 7
2	1	hawaii	3	Human 2	9, 11
2	1	is	3	Human 2	1, 3
2	1	of	5	Human 2	3, 7
2	1	very	5	Human 2	3, 7

