Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	! i'm phi , an	3	Human 2	3, 5
2	5	i don't work on tasks	7	Human 2	5, 11
2	3	, i can	3	Human 2	9, 11
3	2	i don't	9	Human 2	3, 5, 11
3	2	phi ,	7	Human 2	3, 5, 9
2	2	, but	3	Human 2	3, 5
2	2	, i	3	Human 2	9, 11
2	2	an ai	9	Human 2	3, 11
2	2	classifier improvements	3	Human 2	7, 9
2	2	i am	5	Human 2	5, 9
2	2	working on	3	Human 2	7, 9
5	1	i	9	Human 2	3, 5, 7, 9, 11
3	1	ai	9	Human 2	3, 9, 11
3	1	can	5	Human 2	7, 9, 11
3	1	hello	5	Human 2	3, 5, 7
3	1	tasks	7	Human 2	5, 7, 11
3	1	to	7	Human 2	3, 7, 9
3	1	your	5	Human 2	7, 9, 11
2	1	are	7	Human 2	1, 7
2	1	assist	3	Human 2	7, 9
2	1	how	7	Human 2	1, 7
2	1	i'm	3	Human 2	3, 5
2	1	with	3	Human 2	7, 9
2	1	you	7	Human 2	1, 7

