Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm just an ai	5	Human 2	9, 13
2	3	i don't have	5	Human 2	5, 9
2	3	mountain view is	11	Human 2	7, 17
3	2	an ai	9	Human 2	5, 9, 13
3	2	don't have	9	Human 2	5, 9, 13
3	2	mountain view	11	Human 2	7, 11, 17
2	2	, i	5	Human 2	9, 13
2	2	been to	3	Human 2	13, 15
2	2	living in	3	Human 2	9, 11
5	1	to	13	Human 2	5, 11, 13, 15, 17
4	1	i	11	Human 2	3, 5, 9, 13
4	1	i'm	9	Human 2	5, 9, 11, 13
3	1	and	5	Human 2	13, 15, 17
3	1	great	15	Human 2	3, 9, 17
3	1	have	9	Human 2	5, 9, 13
3	1	in	5	Human 2	7, 9, 11
3	1	is	11	Human 2	7, 9, 17
3	1	the	9	Human 2	7, 13, 15
3	1	you	15	Human 2	3, 11, 17
2	1	a	13	Human 2	5, 17
2	1	help	3	Human 2	3, 5
2	1	japan	7	Human 2	9, 15
2	1	of	9	Human 2	7, 15
2	1	sapporo	3	Human 2	9, 11
2	1	that's	15	Human 2	3, 17
2	1	what	9	Human 2	3, 11

