Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	have you seen any	9	Human 2	1, 9
2	3	a great movie	5	Human 2	3, 7
2	3	movies lately ?	9	Human 2	1, 9
2	2	, i	11	Human 2	3, 13
2	2	. but	5	Human 2	7, 11
2	2	? i	3	Human 2	7, 9
2	2	a really	3	Human 2	13, 15
2	2	i think	3	Human 2	13, 15
2	2	marvel movies	7	Human 2	9, 15
2	2	movies .	11	Human 2	5, 15
6	1	i	13	Human 2	3, 5, 7, 9, 13, 15
6	1	the	13	Human 2	3, 5, 7, 9, 13, 15
5	1	a	13	Human 2	3, 5, 7, 13, 15
5	1	you	15	Human 2	1, 5, 7, 9, 15
3	1	any	9	Human 2	1, 5, 9
3	1	great	7	Human 2	3, 7, 9
3	1	have	9	Human 2	1, 5, 9
3	1	really	9	Human 2	7, 13, 15
2	1	at	9	Human 2	3, 11
2	1	good	13	Human 2	1, 13
2	1	is	7	Human 2	9, 15
2	1	last	3	Human 2	5, 7
2	1	see	7	Human 2	7, 13
2	1	spiderman	3	Human 2	11, 13
2	1	what	3	Human 2	5, 7

