Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	movies and the mandalorian	3	Human 2	11, 13
3	3	and the mandalorian	5	Human 2	9, 11, 13
2	3	about the actor's	3	Human 2	13, 15
5	2	the mandalorian	9	Human 2	7, 9, 11, 13, 15
3	2	i can	9	Human 2	5, 11, 13
2	2	. the	7	Human 2	9, 15
2	2	has a	3	Human 2	7, 9
2	2	is a	7	Human 2	3, 9
6	1	and	11	Human 2	5, 7, 9, 11, 13, 15
5	1	a	13	Human 2	3, 7, 9, 11, 15
5	1	the	9	Human 2	7, 9, 11, 13, 15
4	1	can	11	Human 2	5, 11, 13, 15
4	1	i	11	Human 2	5, 11, 13, 15
4	1	movies	13	Human 2	1, 5, 11, 13
3	1	is	13	Human 2	3, 9, 15
3	1	marvel	7	Human 2	9, 13, 15
3	1	not	11	Human 2	5, 13, 15
2	1	any	5	Human 2	1, 5
2	1	as	3	Human 2	3, 5
2	1	has	3	Human 2	7, 9
2	1	have	5	Human 2	1, 5
2	1	in	5	Human 2	3, 7
2	1	see	9	Human 2	5, 13
2	1	show	3	Human 2	7, 9
2	1	that	3	Human 2	13, 15
2	1	think	3	Human 2	11, 13
2	1	you	15	Human 2	1, 15

