Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	! how is your	3	Human 2	9, 11
2	2	, i	3	Human 2	5, 7
2	2	going ?	3	Human 2	9, 11
2	2	great ,	3	Human 2	3, 5
5	1	and	9	Human 2	5, 7, 9, 11, 13
5	1	going	11	Human 2	3, 5, 9, 11, 13
4	1	i	9	Human 2	5, 7, 11, 13
3	1	is	5	Human 2	9, 11, 13
2	1	a	5	Human 2	3, 7
2	1	day	3	Human 2	9, 11
2	1	i'm	9	Human 2	3, 11
2	1	in	5	Human 2	7, 11
2	1	it	3	Human 2	11, 13
2	1	just	3	Human 2	11, 13
2	1	me	3	Human 2	9, 11
2	1	running	3	Human 2	11, 13
2	1	the	7	Human 2	5, 11
2	1	to	5	Human 2	3, 7

