Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	24 hours water supply	11	2	1	Human 1	10, 11
4	4	2	i don't	4	6	1	Human 2	3, 4, 5, 8
3	3	2	too much	7	6	1	Human 1	4, 7, 9
2	2	2	in that	11	4	1	Human 1	8, 11
7	7	1	the	5	10	1	Human 1	4, 5, 7, 8, 9, 11, 13
6	4	1	that	5	8	1	Human 1	4, 5, 7, 8, 10, 11
5	1	1	don't	13	11	1	Human 2	3, 4, 5, 8, 13
5	3	1	i	5	6	1	Human 2	3, 4, 5, 6, 8
5	2	1	too	7	10	2	Human 1	4, 6, 7, 9, 13
4	4	1	can	8	9	2	Human 2	5, 7, 8, 13
4	4	1	have	10	11	2	Human 2	3, 5, 10, 13
4	4	1	pretty	9	12	1	Human 1	2, 9, 12, 13
4	4	1	rain	5	6	1	Human 1	4, 5, 7, 9
3	3	1	a	10	5	1	Human 2	7, 10, 11
3	3	1	climate	13	3	1	Human 1	12, 13, 14
3	3	1	heated	9	6	1	Human 1	8, 9, 13
3	2	1	in	11	4	2	Human 1	8, 10, 11
3	3	1	it	7	11	1	Human 1	2, 7, 12
3	3	1	like	5	8	1	Human 1	4, 5, 11
3	3	1	make	9	6	2	Human 1	4, 8, 9
3	3	1	there	11	4	1	Human 1	10, 11, 13
3	3	1	to	8	6	2	Human 2	3, 5, 8
3	1	1	water	11	6	2	Human 1	6, 10, 11
3	3	1	weather	8	7	1	Human 2	3, 8, 9
2	2	1	area	11	2	1	Human 1	10, 11
2	2	1	but	13	4	1	Human 1	10, 13
2	2	1	drought	11	2	1	Human 1	10, 11
2	2	1	interesting	13	2	1	Human 1	12, 13
2	2	1	rains	13	6	1	Human 1	8, 13
2	2	1	rroms	9	2	1	Human 1	8, 9
2	2	1	where	7	2	1	Human 1	6, 7

