Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	i'm phi , just here to	3	Human 2	9, 11
2	5	i'm phi , an ai	11	Human 2	3, 13
2	5	i'm phi , the weather	3	Human 2	5, 7
2	4	you with information .	3	Human 2	9, 11
2	3	i don't have	9	Human 2	3, 11
2	2	, i	7	Human 2	5, 11
2	2	, james	3	Human 2	3, 5
2	2	. i	9	Human 2	3, 11
2	2	location .	3	Human 2	11, 13
7	1	i'm	13	Human 2	1, 3, 5, 7, 9, 11, 13
5	1	you	11	Human 2	1, 5, 7, 9, 11
4	1	here	9	Human 2	5, 9, 11, 13
4	1	i	9	Human 2	3, 5, 9, 11
4	1	to	11	Human 2	1, 5, 9, 11
3	1	for	5	Human 2	9, 11, 13
3	1	or	7	Human 2	7, 9, 13
3	1	the	9	Human 2	5, 7, 13
3	1	weather	5	Human 2	5, 7, 9
3	1	with	5	Human 2	9, 11, 13
2	1	a	3	Human 2	11, 13
2	1	but	11	Human 2	3, 13
2	1	can	3	Human 2	5, 7
2	1	check	3	Human 2	5, 7
2	1	not	7	Human 2	7, 13
2	1	provide	5	Human 2	5, 9

